id,text,aspect,aspect_term,sentiment
792,Delivery was late,delivery,delivery,negative
793,Delivery was late,delivery,delivery,negative
794,Camera quality is great,camera,camera,positive
795,Delivery was late,delivery,delivery,negative
796,Performance is smooth,performance,performance,positive
797,The service was quick,service,service,positive
798,The food was delicious,food,food,positive
799,Battery life is excellent,battery,battery,positive
800,The food was terrible,food,food,negative
801,Camera quality is great,camera,camera,positive
802,Performance is smooth,performance,performance,positive
803,The food was delicious,food,food,positive
804,The service was quick,service,service,positive
805,The service was slow,service,service,negative
806,Delivery was fast,delivery,delivery,positive
807,Performance is laggy,performance,performance,negative
808,Performance is smooth,performance,performance,positive
809,The food was delicious,food,food,positive
810,Performance is smooth,performance,performance,positive
811,Design feels cheap,design,design,negative
812,The food was terrible,food,food,negative
813,Design looks premium,design,design,positive
814,Camera quality is great,camera,camera,positive
815,Delivery was late,delivery,delivery,negative
816,Performance is laggy,performance,performance,negative
817,The food was terrible,food,food,negative
818,The food was delicious,food,food,positive
819,The food was delicious,food,food,positive
820,Camera is disappointing,camera,camera,negative
821,Performance is laggy,performance,performance,negative
822,Performance is laggy,performance,performance,negative
823,The food was delicious,food,food,positive
824,Price is reasonable,price,price,positive
825,The service was slow,service,service,negative
826,The food was delicious,food,food,positive
827,Design feels cheap,design,design,negative
828,Delivery was late,delivery,delivery,negative
829,The service was slow,service,service,negative
830,Design looks premium,design,design,positive
831,The food was terrible,food,food,negative
832,Battery life is excellent,battery,battery,positive
833,Performance is laggy,performance,performance,negative
834,Design looks premium,design,design,positive
835,Battery drains quickly,battery,battery,positive
836,Price is reasonable,price,price,positive
837,Price is too high,price,price,negative
838,Delivery was fast,delivery,delivery,positive
839,Design looks premium,design,design,positive
840,Battery drains quickly,battery,battery,positive
841,Camera is disappointing,camera,camera,negative
842,Delivery was late,delivery,delivery,negative
843,Price is reasonable,price,price,positive
844,Battery drains quickly,battery,battery,positive
845,Camera quality is great,camera,camera,positive
846,Battery drains quickly,battery,battery,positive
847,The food was terrible,food,food,negative
848,Battery life is excellent,battery,battery,positive
849,The food was terrible,food,food,negative
850,Performance is smooth,performance,performance,positive
851,Design feels cheap,design,design,negative
852,The service was quick,service,service,positive
853,Delivery was late,delivery,delivery,negative
854,The food was delicious,food,food,positive
855,Performance is smooth,performance,performance,positive
856,Camera is disappointing,camera,camera,negative
857,Battery drains quickly,battery,battery,positive
858,Battery life is excellent,battery,battery,positive
859,Battery life is excellent,battery,battery,positive
860,Design feels cheap,design,design,negative
861,The service was slow,service,service,negative
862,Camera quality is great,camera,camera,positive
863,Camera is disappointing,camera,camera,negative
864,Battery drains quickly,battery,battery,positive
865,Price is too high,price,price,negative
866,The food was terrible,food,food,negative
867,Performance is laggy,performance,performance,negative
868,The food was delicious,food,food,positive
869,Battery drains quickly,battery,battery,positive
870,The food was delicious,food,food,positive
871,Camera quality is great,camera,camera,positive
872,Performance is smooth,performance,performance,positive
873,Camera quality is great,camera,camera,positive
874,Battery life is excellent,battery,battery,positive
875,Price is reasonable,price,price,positive
876,The service was quick,service,service,positive
877,Camera is disappointing,camera,camera,negative
878,Battery drains quickly,battery,battery,positive
879,Performance is smooth,performance,performance,positive
880,The service was slow,service,service,negative
881,Camera quality is great,camera,camera,positive
882,The service was quick,service,service,positive
883,Camera is disappointing,camera,camera,negative
884,The service was slow,service,service,negative
885,Camera quality is great,camera,camera,positive
886,Camera is disappointing,camera,camera,negative
887,Performance is laggy,performance,performance,negative
888,Design feels cheap,design,design,negative
889,Performance is smooth,performance,performance,positive
890,Delivery was fast,delivery,delivery,positive
891,Delivery was late,delivery,delivery,negative
892,Camera quality is great,camera,camera,positive
893,Delivery was late,delivery,delivery,negative
894,Delivery was fast,delivery,delivery,positive
895,Delivery was late,delivery,delivery,negative
896,Delivery was late,delivery,delivery,negative
897,Camera quality is great,camera,camera,positive
898,Battery drains quickly,battery,battery,positive
899,The service was slow,service,service,negative
900,Battery life is excellent,battery,battery,positive
901,Battery life is excellent,battery,battery,positive
902,Design looks premium,design,design,positive
903,Camera quality is great,camera,camera,positive
904,Camera quality is great,camera,camera,positive
905,The food was delicious,food,food,positive
906,Battery drains quickly,battery,battery,positive
